text,user,time,favorites,retweets,sentimentA,sentimentB,friendCount,followerCount,description,location,type,time_bin,cluster
thank u for sharing your brave story,dontco_opmyshit,6/12/17 12:44,0,0,Very Positive,NA,80,139,who gon beat my ass,The Bronx,quote,5,1
absolute mad woman,BarackSaysWooo,6/12/17 12:44,1,0,Negative,anger,215,659,i love teddy bridgewater and the rock,Minnesota,quote,5,1
brilliant d,totoandfifi,6/12/17 12:43,2,0,Positive,NA,124,77,t o t o f i f i unisex kids tees designed by kids for kids totoandfifi toto fifi,Cheshire UK,quote,5,3
you just made a mess for a lowwage worker to clean up but congrats on posting this performative wokeness to twitter,brinepond,6/12/17 12:43,141,40,Positive,NA,712,1284,i wish in the past i had tried more things cause now i know being in trouble is a fake idea,metro detroit,quote,5,3
thank you,AudreyGeoffroy,6/12/17 12:41,0,0,Positive,NA,562,351,exploring the spaces between null and an empty string,"Gainesville, Florida",quote,5,3
strong women action network is promoting this subtle yet powerful cta,SwanImpacts,6/12/17 12:41,0,0,Very Positive,NA,593,410,strong women action network swan a support group serving to organise encourage high impact political action swan values follow us and we will follow you,United States,quote,5,NA
this is as much a success for women as the challenger liftoff,SalatNMC,6/12/17 12:40,1,0,Positive,NA,1968,735,fatherhusband founder managing editor at cohost of w maga dogright tlot salnet,"New Jersey, USA",quote,5,NA
its not that deep if you want the shirt buy it from any section sgsjsbsj,harriesdebut,6/12/17 12:39,0,0,Positive,NA,167,1316,be a lover give love choose love,,quote,5,3
lol,lakeeffects,6/12/17 12:39,0,0,Neutral,NA,3705,3438,aka beachwalker on zazzle,Michigan,quote,5,NA
oh my god dont do this ever retail workers arent paid enough for you to be edgy please just write corporat,wraparoundcurl,6/12/17 12:36,281,138,Positive,joy,1612,2303,tiny adorable rage monster comics cosmetics taco bell connoisseur originator of thelipoff cries over wicdiv icon by,Pacific North Mess.,quote,5,3
love this,Eliana_Murillo,6/12/17 12:36,8,5,Positive,joy,4149,7791,head of multicultural marketing at harvard grad philanthropist activist creative maker of organic tequila alquimia forbes under tweets mine,San Francisco,quote,5,NA
woohoo revolutionary,Chend_473,6/12/17 12:36,0,0,Very Positive,NA,602,1065,the universe doesnt lie,L'esterre Beach,quote,5,1
feminism is making work harder for minimum wage employees,Urbane_Savage,6/12/17 12:36,5,1,Neutral,NA,201,224,america first,,quote,5,NA
we default to the boys section in shopping for our daughter because thats where the animals and action sailin,CarnegieDeputy,6/12/17 12:35,1,0,Very Positive,NA,283,171,science deputy to president matt scott astronomer climber of walls vegetarian texan,"Washington, DC",quote,5,3
love it,kelenataz,6/12/17 12:35,0,0,Positive,joy,208,120,i really enjoy the things i like,,quote,5,3
love x,MercedesLV,6/12/17 12:34,8,0,Positive,joy,642,13487,hostess of on and on im very busy and awesome yankees broncos ig msmertz snap mercedeslv,Las Vegas,quote,5,3
nah this thread is hilarious,005e5n,6/12/17 12:33,1,0,Positive,joy,2823,3582,kenyan ba hons journalism and msc marketing graduate writer for and organiser for hiiipower,"London, England",quote,5,NA
this is peak white liberalism performative capitalistic wokeness lowkey hostile to the working class,disco_socialist,6/12/17 12:33,384,101,Positive,anger,995,4402,im working class biracial gay atheist a marxist i have opinions on everything,"Portland, OR",quote,5,3
and should see this,zwinggi,6/12/17 12:32,0,0,Neutral,NA,143,247,this is my bio it is a friggin sweet bio,Whereabouts Unknown,quote,5,3
a round of applause for this,MaxWattage,6/12/17 12:32,0,0,Positive,NA,132,45,genius billionaire playboy philanthropist ohnohangon thats iron man,Salisbury,quote,5,3
fuck yeah,mylo_cat,6/12/17 12:32,0,0,Neutral,NA,137,104,,,quote,5,3
i love you katie hinde,CMHooke,6/12/17 12:31,0,0,Positive,joy,1086,229,nevertheless she persisted,,quote,5,3
soo edgy and super woke of you,_det_var_trist_,6/12/17 12:30,1,1,Neutral,NA,3224,1699,vox populipopulismvox populidemocracyvox populi eurasianist male and truthseeker,the narrative is a joke.,quote,5,NA
awesome obvious really but i hadnt thought of it,phillColeman,6/12/17 12:29,1,0,Very Positive,NA,1424,1088,i try to convince computers to do what i tell them in between drinking real ale ranting about how stupid brexit is and getting annoyed by the lies in sunmail,Manchester,quote,5,3
lt,deborah_levine,6/12/17 12:28,0,0,Neutral,NA,360,305,,"Brooklyn, NY",quote,5,3
everyone to the stores mix it up,ErinDealey,6/12/17 12:28,3,0,Neutral,NA,1592,2570,childrens author teacher mom some tweets may be the dogs nerdyariesauthorclub repped by,#ReadingIsPower ,quote,5,3
beautiful im adopting this tactic today,Ashtabula42,6/12/17 12:28,3,2,Positive,NA,470,185,fighting poverty hunger haes radical feminist for womens liberation learning to be actively antiracist resist srk hindi film fan opinions my own,US of A,quote,5,3
sad that they had to but you bet im doing the same damn thing next time,dstenroos,6/12/17 12:27,1,0,Very Negative,sadness,232,91,if youre not learning youre losing,Ohio,quote,5,3
this is such a good idea,queergirlblogs,6/12/17 12:27,1,0,Positive,joy,270,237,lift each other up,The Lake of Shining Waters,quote,5,3
im a sahm with a pt cleaning job because when i was a girl i didnt have a shirt with nasa on it if i did id,6oldDigger,6/12/17 12:26,12,3,Very Positive,NA,243,191,im a woke blmsupporting feminist democratvoting black queen that your momma warned you about men white people are trash,,quote,5,2
awesome,reifman,6/12/17 12:23,3,0,Positive,NA,514,3667,writer techie yogi,United States,quote,5,3
this has likes,___allstate,6/12/17 12:23,2,0,Positive,NA,99,248,zero affiliation with byrne club,STATE'S COOL QUOTES,quote,5,2
you wont believe what this woman did in the girls department of her local store,GoodStuffNW,6/12/17 12:22,2,0,Positive,NA,244,3305,connecting the dots between whats happening in the field and whats on my plate,"Portland, OR, USA",quote,5,3
i like to turn all the moana cereal boxes around to show moana instead of maui,smotis37,6/12/17 12:21,0,0,Positive,disgust,206,36,woke up started my period therapy and twitter thisll be a fun mess,,quote,5,3
your so fuckin brave katie,NoblemanBASED,6/12/17 12:19,4,1,Positive,NA,356,878,yeah im cool but i been a hot nigga flyeaglesfly,amestris,quote,5,1
uuuuuuuuuuggggggggghhhhhhhhh good job,Justance,6/12/17 12:18,0,0,Very Positive,joy,1415,576,dont worry i appreciate my humour enough for both of us intpt ndp leapmanifesto blm erre loveislove,Esquimalt-Saanich-Sooke,quote,5,3
well now i know what my plans are for the summer,AllisonVCraig,6/12/17 12:17,2,0,Positive,NA,1540,1413,teacherscholarwriter antiracist feminist noh stillwithher theresistance,,quote,5,3
keep it up this is how we wear the patriarchy down,Anna_M_Lilley,6/12/17 12:16,1,0,Very Negative,NA,173,277,be more curious than cautious,"Hampshire & Limerick, Ireland",quote,5,3
sexism is over now,FoolishOaf,6/12/17 12:16,0,0,Neutral,NA,1015,141,umn compsci math german dumb ironypoisoned annoying idiot,,quote,5,3
yes,EmmetMcGuire,6/12/17 12:16,1,0,Positive,NA,153,38,,,quote,5,3
this is the kind of change we can make for ourselves daily,Vulcus,6/12/17 12:15,0,0,Positive,joy,125,49,social justice viking ultrafast laser chemist sardonic weirdo future expresident,"Chicago, IL",quote,5,3
well done,soniabriefs,6/12/17 12:14,1,0,Positive,NA,49,110,natale del seconda guerra mondiale ho fatto tutto con sei renne e un elfo ubriaco,,quote,5,3
this would have been an acceptable time to use your can i speak to the manager powers lady instead you do this,xbiscaynebaex,6/12/17 12:12,1,0,Positive,NA,861,703,i rt a lot,,quote,5,3
wow what a risk taker this will help a lot inspired,goinglike60,6/12/17 12:12,0,0,Very Positive,NA,2805,1869,retired kentucky newspaper gm boomer living in atenas costa rica popculture podcast fan michigander,Atenas Costa Rica,quote,5,NA
nasa women rock,BarbHolladay,6/12/17 12:12,0,0,Positive,NA,717,318,organic gardenernightowl xcancer survivorlib fem widow of vnam vet nonfiction reader daily dog walker cats rv roadtrips fishing get me outdoors,"N.Texas, USA",quote,5,3
i can see myself doing this,lauriecantillo,6/12/17 12:12,8,2,Neutral,NA,1022,2058,planetary science geek citizen of pluto author trail runner rockhound yooper natureanimal lover views are my own,"Washington, DC",quote,5,3
dont do this making more work for retail employees youre not changing anything there already are girls nasa,IvoryBlack5,6/12/17 12:12,0,0,Negative,NA,118,191,just another human,"Arkansas, USA",quote,5,2
i sure hope the store manager sees this before bollocking firing the person who maintains this section,rosiedoes,6/12/17 12:12,0,0,Positive,NA,198,379,geeklet tomboy smartarse badass food enthusiast zombie survival theorist registered wendigo,Haywards Heath,quote,5,3
lmfaoooooo nafseeyat,FawziAbdelAl,6/12/17 12:12,5,1,Neutral,NA,1048,1333,jag finner inga svar,Abu Dhabi/Beirut ,quote,5,1
this,mtrusler,6/12/17 12:09,0,0,Neutral,NA,1289,475,i live in seattle i perform stand up poetry slams write on medium and take pics here,"Seattle, WA",quote,5,3
subversive,dorocren,6/12/17 12:08,1,0,Negative,NA,3231,23150,,NYC,quote,5,NA
brilliant well done,mulhollandrew,6/12/17 12:08,1,0,Very Positive,NA,367,674,sonic geographies hauntology counterculture research group cambridge fellow of the royal geographical society and the royal society of arts,University of Glasgow,quote,5,3
yessssss,KarlynPercil,6/12/17 12:07,0,0,Neutral,NA,1684,3954,elephant storyteller success coach lifestyle speaker former bay street leader helping women own their elephant story enjoy the journey to success,Oprah's Lifeclass & OWN TV,quote,5,3
who will work more to replace this oh yes lowpaid employees thanks for your courageous activist act very,vowldanslanuit,6/12/17 12:07,5,0,Very Positive,NA,538,856,petite boule de graisse certifie sale normopensant aphrodiste,Blanket fort,quote,5,3
this is what needs to be done on a regular basis,jenfraisl,6/12/17 12:06,3,1,Neutral,NA,425,164,now more than ever stand up speak out demand action my views are my own smiler runner proud board member,Northern California,quote,5,3
growing up i wanted to be a jet pilot like my dad of whom i was very proud i was told i could not do that girls,theoannemerry,6/12/17 12:06,0,0,Neutral,joy,242,99,artist dreamer lover collector of too much stuff,,quote,5,3
this is such a good idea totally doing it all the time now,ogliz,6/12/17 12:06,2,0,Positive,joy,873,255,im into art food political jabber popsicles tequila,DC,quote,5,3
god bless you i lt nasa,JessicaFun75,6/12/17 12:05,1,0,Very Positive,sadness,569,217,state govt enthusiast bar gun owner feminist lsat taker stuck in the th grade reader of all things big small average parent spouse fearless,"Springfield, IL via Algonquin",quote,5,3
white feminism at its purest form,experiment_625,6/12/17 12:05,0,0,Positive,NA,2405,1801,ncat ent steelersnation dont let your president get your ass whooped,336 AggieLand,quote,5,NA
all this will do is annoy the retail workers lol,desolationhoe,6/12/17 12:05,12,2,Negative,anger,327,6444,soft hearts electric souls,18 / scotland,quote,5,3
brilliant d,Dhiel,6/12/17 12:05,0,0,Positive,NA,936,1456,level designer working at on budget cuts in vr ex ea dice raven treyarch dcg im a powerlifter and gamer dog cat owner,,quote,5,3
this is awesome,JenniferJMcG,6/12/17 12:01,7,4,Positive,NA,1302,867,parttime cylon fulltime flawed human being,"Chicago, IL",quote,5,3
the white malcolm x,yo_mikey_,6/12/17 11:58,0,0,Positive,NA,399,831,a pop culture reference for every occasion mufc,inverness,quote,4,3
there is no gauge for how deeply i love this,TonyaJ,6/12/17 11:55,1,2,Neutral,joy,1403,508,theatremusicbooksfilmminearwhedon finding love would be niceif only life could be a little more tender and art a little more robust alan rickman,"Portland, OR",quote,4,3
more of this,angelenoesther,6/12/17 11:54,0,0,Positive,NA,415,521,alter ego for a liberal who wants to see a better world my thoughts on news occasional comments on sports pop culture no lists please i dont feed trolls,"Los Angeles, CA",quote,4,3
you aint did nothing but increase work for retail associates,NostaGambino,6/12/17 11:53,0,0,Neutral,NA,638,687,the fat boy who refuses to be humbled,The South ,quote,4,3
i am permanently banned from barnes and noble for pepper spraying all the books with white male authors,joeamendola,6/12/17 11:53,1,0,Neutral,NA,344,202,fourth member of migos,"Long Island, New York",quote,4,3
notice how ppl love making a political statement by stepping on lowwage workers rather than execs w real power,_hoemo,6/12/17 11:52,234,87,Very Positive,joy,89,2117,hehim formerly and always still unapologetic,"Chicago, IL",quote,4,NA
random act of awesomeness,klillington,6/12/17 11:51,9,2,Positive,NA,991,8160,irish times tech journocolumnist privacysecurityhuman rights books music esp opera classical jazz lots of legged talls smalls resist,"Dublin, Ireland",quote,4,3
i this,amandalefer,6/12/17 11:51,1,0,Neutral,NA,562,127,mom partner organizer activist queens is my home,"New York, NY",quote,4,3
keep up the good work,drtowerstein,6/12/17 11:51,3,0,Very Positive,joy,863,285,sw developer and psychologist keen on fp former neuroscientist and ai researcher at night featured in the dictionary entry for cognitive,,quote,4,3
abolish gendered shopping,adigoesswimming,6/12/17 11:50,0,0,Neutral,NA,192,331,social justice wizard humorless feminist raising a rainbow baby supporter of the oxford comma fat and happy intersectionality or gtfo sheher,,quote,4,3
now i understand why you did what you did but you just go around analyzing the kids clothing sections at your lo,tuggamane,6/12/17 11:50,2,0,Positive,NA,105,187,oooweee,,quote,4,3
nice thanks,MBowmanScience,6/12/17 11:49,0,0,Very Positive,NA,4999,1581,pub hs sci ed scinerd full steamm ahead diverity is key latina w mix ancestry comments pics my own,STL Metro Area,quote,4,NA
awesome,Chargordbooks,6/12/17 11:49,0,0,Positive,NA,617,805,author romantic outlaws mistress bradstreet the woman who named god binders,,quote,4,3
i bet they all sell too and quickly,iswpw,6/12/17 11:48,1,1,Neutral,NA,1193,857,books comics games science tacos logic history art atheism im a liberal i work with wordpress mediawiki moodle php html css,"Kalamazoo, Michigan",quote,4,3
ya know that some worker is gonna hafta put those back quickly so it was useless as a statement on top of being ext,el_leonbravo,6/12/17 11:48,2,0,Positive,surprise,806,843,sometimes i believe im dead andor not real,They/Them,quote,4,3
why white women should be silenced exhibit of,inshallahvolcel,6/12/17 11:48,1,0,Positive,NA,535,611,deathtoamerica,‰_à‰_à‰_à‰_à‰_à‰_à‰_à‰_à,quote,4,3
oh my god i love this im going to start doing this,aquamandamn,6/12/17 11:48,0,0,Very Positive,joy,537,549,reaching new boundaries in nerdiness and unnecessary information genderfluid working film production in,"Los Angeles, CA",quote,4,3
getting a lot of feedback varying among positive constructively critical toxic so after work ill post a long,Mammals_Suck,6/12/17 11:47,308,39,Negative,NA,3641,13003,i study mothers milk infant development viva la nuance ferociouslyresilient,"Phoenix, AZ",quote,4,3
yes,LauraHamor,6/12/17 11:47,1,0,Positive,NA,868,621,i illustrate and write for seriously silly kidsmember scbwi repped by tricia lawrence at emla,,quote,4,3
its just embarrasing its all love cookies girly girly shit at grow a pair executives girls,JeremySyTweet,6/12/17 11:47,0,0,Negative,joy,147,19,a publisher of math science and phyiscs a writer and social commentator my interests are politics economics and fantasy literature,,quote,4,NA
sometimes its the simple acts of subversion that can make a difference,pmmcc,6/12/17 11:47,1,0,Negative,NA,489,1655,associate prof phd lse bad spellr current work on ads oilsands mediatoilca past work wikileaks,"Ottawa, Canada",quote,4,3
dont do this to retail workers we work hard enough dealing with idiots on a daily basis we shouldnt have to dea,kingqueso141,6/12/17 11:47,1,0,Negative,NA,1040,149,i say things sometimes not funny things but things i like anime,Michigan,quote,4,2
i just bought a nasa tee for myself in the mens section yesterday what gives do retailers really not see that ev,amylynchbiniek,6/12/17 11:46,2,0,Neutral,NA,231,464,unabashed nerd assoc prof comp rhet at kutztown university editor of forum,"Pennsylvania, USA",quote,4,3
well done katie,almondangela,6/12/17 11:45,1,0,Positive,NA,43,84,preacher teacher wife mothergrandmother craftswoman blogger friend,Dorset,quote,4,3
really showed the employee who will have to move them to back to the correct section whos boss,geekylonglegs,6/12/17 11:44,301,37,Positive,joy,1022,14917,writerhater of birds very bad at dms just email me,sarah.hagi@vice.com ,quote,4,3
i mean you just made more work for the very likely underpaid and stressed out retail associate but mission accompl,magencubed,6/12/17 11:43,55,18,Very Negative,NA,1619,2494,novelist bloody but lovely books,,quote,4,3
sometimes heroes dont wear capes,herbivorous,6/12/17 11:42,1,0,Neutral,NA,884,315,im an herbalist,,quote,4,3
its not like thisll permanently change anythin like all u did was give some poor fuck more work to do fuck u if u,showarider,6/12/17 11:41,7,0,Positive,joy,243,292,this is ryu from streets did you know some of my favorite things are stale bread water without any ice and dirt,#DeathTubeGang,quote,4,1
good for you,kirstengraham,6/12/17 11:41,2,0,Positive,joy,2132,2920,communications director in ibm research my views are my own,"Yorktown, NY",quote,4,NA
white feminism at its finest,Hey_Its_Domo,6/12/17 11:41,0,0,Very Positive,NA,176,398,foot and gifted,"Hampton, VA",quote,4,2
great idea cc,freeandclear1,6/12/17 11:41,0,0,Positive,joy,5995,6754,lover of justice seeker of truth humanist feminist child care advocate flower child single granny union member uniteblue cripthevote,"SF, CA native now in East Bay",quote,4,NA
i bought that tank top for my year old daughter from the boys section,BWRBooks,6/12/17 11:41,2,0,Positive,surprise,1796,659,reading all books referenced on gilmore girls contributor drinking coffee and pretending she knows what shes doing,BlackWhiteReadBooks,quote,4,3
good for you im sure whichever minimum wage worker has just had to spend their time undoing your pretentious bid,PaleCompanion,6/12/17 11:40,1,0,Negative,joy,413,786,west ham wrestling and communism basically if it involves hammers im in bisexual as all fuck,"Greenwich, London",quote,4,3
bitch people are dying everyday you aint fixing shit,__tonkatruck__,6/12/17 11:40,0,0,Very Negative,NA,2443,955,hello i wrote a song,"Hattiesburg, MS",quote,4,NA
its just clothing the fuck why u gotta be so extra,sephjroths,6/12/17 11:39,4,0,Neutral,NA,268,2300,shitpost central casseph mostly anime cosplay video games and makeup hehim is a thot,Read link before following,quote,4,2
everyday hero,super_inane,6/12/17 11:39,1,0,Positive,joy,1417,409,pissed off queer person poly autistic tweets are my own feel free to buy my shameless self a birthday beer if you are inclined to do so,"Edmonton, Alberta",quote,4,3
why do shops even have boys and girls sections for tee shirts and tank tops,pthane,6/12/17 11:38,0,0,Neutral,NA,49,60,freelance journalist and author,"Llangollen, N. Wales",quote,4,3
awesome,AwkwardMegs,6/12/17 11:38,1,0,Positive,NA,1211,345,objectifier phd in mockery infamous awkwardness queen of randomness brutally honest i am unshakable founding member of team badads and booksluts,Wherever I want to be.,quote,4,3
because fighting to get more women in happens inside the classroom and out well played,MrsCruz1999,6/12/17 11:38,0,0,Positive,sadness,984,214,i say we take off and nuke the entire site from orbit its the only way to be sure,Portland,quote,4,3
some poor retail worker on minimum wage will have to sort that out take on the hq not the workers wholl be inconv,LauraEms_,6/12/17 11:37,12,1,Negative,sadness,2325,1713,an uppity common bitch a fan,"Birmingham, UK",quote,4,NA
brava and why were there none in the girls section to begin with,SedonaRockss,6/12/17 11:36,0,0,Negative,NA,1904,1746,womens rights are human rights stillwithher resist freepress forever havaneselover,The Blue Planet,quote,4,3
wonderful,alfamia,6/12/17 11:34,0,0,Positive,surprise,599,114,writer,New England (sometimes),quote,4,3
inspired,ajpearcewrites,6/12/17 11:33,1,0,Positive,NA,1011,1190,writing walking collecting cheerful things dear mrs bird published spring by picador uk scribner us and in translation repd by,"UK, Europe",quote,4,3
take note females are the future dont be left in our dust,baad_kittee,6/12/17 11:33,0,0,Negative,NA,397,506,runner bad kitty more than a little pissed off,California,quote,4,3
a lot of things wrong with this stunt,nashwakay,6/12/17 11:32,6,0,Very Negative,NA,991,6921,student researcher freelancer pieces at academia,Colonized Turtle Island,quote,4,3
imagine if we all did this,DoodlebugKRY,6/12/17 11:29,4,0,Neutral,NA,758,857,writer artist doodler deepsea diver science comic humanimal doodles lead science communications fellow for ev nautilus,Connecticut woods ,quote,4,3
been a banner week for pointless ineffectual activism,theschwasound,6/12/17 11:28,3,0,Very Negative,NA,303,234,future year avatar by,,quote,4,3
white people,sukebedensetsu,6/12/17 11:26,0,0,Positive,NA,1866,376,over ppl i have never spoken to have blocked me plastic figures video games anime local ny degenerate failure of a newtype ass and titties,,quote,4,2
had girls nasa stuff this year i saw it at the harvey la location must have sold out at this one,rudekaty,6/12/17 11:26,1,0,Neutral,NA,1046,784,once a tar heel always a tar heel not always rude but youve been warned justtryingtopersistonadailybasis hashtagsare typo,LI to NC to NOLA ,quote,4,3
right and true,va_ellen,6/12/17 11:25,1,0,Very Positive,NA,531,240,always need more time to walk read watch movies and laugh,Right where I ought to be.,quote,4,3
excellent,K8wit,6/12/17 11:25,0,0,Positive,NA,359,70,,"Austin, TX",quote,4,3
a hero,skamlossana,6/12/17 11:25,0,0,Positive,joy,67,31,wants to be angry but is actually just sad,,quote,4,3
brava,lininohio,6/12/17 11:24,0,0,Neutral,NA,319,405,writer of epubbed novels fanfic unrepentant fangirl mother of fangirl ubbf loves good tv schlocky movies and the indians,,quote,4,3
the minimum wage workers dont get paid enough for your childish stunt you go work there and make a difference,FollowThatDude,6/12/17 11:22,1,2,Very Negative,sadness,674,53599,my bro followed me on june st pm am,Trapped in PA ,quote,4,3
this is great,CovfefePiott,6/12/17 11:22,1,0,Positive,joy,321,69,,"Texas, north of Dallas",quote,4,3
love this,megank10,6/12/17 11:22,0,0,Positive,joy,782,265,mom to twinmafia wife proud veteran partnership builder fanatic,"Charlotte, NC",quote,4,3
do you need an extra set of hands,TinyMuslimah,6/12/17 11:21,16,0,Positive,NA,1058,7365,anthropologist writer person,The Garden State,quote,4,3
awesome,carlaguerrera,6/12/17 11:21,2,1,Positive,NA,1178,1115,urbanplanner revitalization development vanre female warrior aficionada of all things italian yogini inspired by integrity nature design,Vancouver,quote,4,3
this and every other mass merchant take note,_womenscycling,6/12/17 11:21,20,5,Neutral,NA,957,14948,helping women bike more and worry less womens bicycling tips tech stories bike and gear reviews,United States,quote,4,3
civil disobedience retailstyle,Shemkus,6/12/17 11:20,2,0,Neutral,NA,930,922,shoredweller cheeselover writer of things contributor to the boston globe,"North Shore, Massachusetts",quote,4,3
a privilege story,MmmPrexton,6/12/17 11:20,0,0,Positive,NA,3286,1225,nihilist only thank you,"California, USA",quote,4,NA
and you cant even tell they are boys,__brianne,6/12/17 11:19,1,1,Neutral,NA,786,434,literary agent editor reader cookie lover tweets are my own opinions,Oregon,quote,4,3
maybe thats why i couldnt find toms size,nik_reinh,6/12/17 11:18,0,0,Neutral,NA,152,66,crazy location in canton crazy dog crazy life its okay by mecurrently live in the burbs and am dogless but i gained a husband and a baby tom,"Can Town, Baltimore",quote,4,3
doing this next time i go into a clothing store,allisonjardim,6/12/17 11:16,2,1,Positive,NA,370,74,science educator and equity enthusiast at mcgill university,"MontrÌ©al, QuÌ©bec",quote,4,3
this has made my day take a bow,weekesy15,6/12/17 11:15,2,0,Neutral,NA,1067,469,welsh mc saatchi sport and entertainment sheffield wednesday womens football,London,quote,4,3
yup,realcdoll,6/12/17 11:14,0,0,Neutral,NA,419,391,real in a surreal world,,quote,4,3
good move love nasa by the way and not just for their collab with coach,_DAA,6/12/17 11:11,1,0,Neutral,joy,1389,10375,raising hivaids awareness globally by using elements of pop culture daas founder ninette murk shares her thoughts feelings here personal work related,"Antwerp, Belgium",quote,4,3
yay,joan_mediator,6/12/17 11:10,0,0,Positive,NA,2850,370,mediator negotiator strategist jd ma being outdoors and uncontrollable giggles are best medicines,United States,quote,4,NA
they already have womens nasa shirts tho my daughter has one so stfu,mynameisFACE,6/12/17 11:09,2,1,Positive,NA,1639,6132,assistant manager of the united states igmynameisface braves colts uk osu asmr archiveent,ATLANTA ,quote,4,1
extremely nonbinary person voice stop you are not helping,LanaDelRaytheon,6/12/17 11:09,125,10,Neutral,NA,656,12609,gqpoc naanbiryani materialist domestic policy analyst theythem,The H of the Hollywood sign,quote,4,3
bam,ctv556,6/12/17 11:09,0,0,Neutral,NA,1767,577,retired leo medic honor to the choctaw nation mbci of the time i dont reply why should i impeach drumpf by,Your Last Nerve,quote,4,3
moving product that will be moved back is not activism its just doing it for personal craving of wanting rts,MadOnlineTweets,6/12/17 11:07,1,0,Neutral,NA,72,75,just a tweet,"New York, USA",quote,4,2
good,inkhat,6/12/17 11:07,1,0,Positive,joy,619,625,writer obsessed with comics video games dogs coffee space trying to make carrie fisher proud,Ohio,quote,4,3
hero,brainyisnewsexy,6/12/17 11:07,2,0,Positive,joy,488,184,nutella is my guac noncompliant and nasty theblogesstribe,"The Lamp Post, Narnia ",quote,4,3
you are an idiotnothing about sexism and shityou are just an idiot,Universe_7God,6/12/17 11:07,1,0,Negative,NA,196,164,god of destructionass eaterdestroyer of vegito wristspect badhombre part of the bardock squad,,quote,4,2
its this may be one small stepbut were still waiting for that giant leap,HallieRubenhold,6/12/17 11:07,6,2,Negative,NA,645,4230,th century brain in a st century head author academic tv author of the scandalous lady w the french lesson the covent garden ladies etc,London,quote,4,3
did you just make an underpaid workers job unnecessarily tedious yes you did,Yeetbot900,6/12/17 11:05,1,0,Neutral,NA,94,44,i have been revived from the dead twitter cannot stop me i am eternal i am enlightened,THE HOLY LAND THAT I CREATED,quote,4,2
the great fashion standoff of,captiveww,6/12/17 11:04,0,0,Neutral,joy,578,484,the internet is my canvas my obscure band,"East Bay, CA",quote,4,3
i approve love this,KJM29,6/12/17 11:02,1,1,Very Positive,joy,492,92,dont look back youre not going that way,"Long Island, New York",quote,4,3
fun fact target carries nasa clothing in the girls section so you dont have to fuck with the employees for a pho,ta_shepard,6/12/17 11:02,5,2,Neutral,NA,478,759,ace of hearts and queen of spiders illustratorcartoonist trans sheher mostly blather about comics film zoos and songs about monsters having parties,"Chandler, AZ",quote,4,3
good thing you did they must have been sold out form the girls section why else wouldnt there be any there,monxies,6/12/17 11:02,0,0,Positive,joy,802,377,dutch woman queer creator of thingsfoodsstories fan of humanbeings chocolate cosplay irishrugby dnd cats philosophy,"The Hague, NL",quote,4,3
the hero we need,onlythosethings,6/12/17 11:00,2,1,Positive,joy,124,248,fanby multifandom shipper trash greya demipanro agenderfluidflux theyheshe raktivist,my heart's in Queensland,quote,4,3
wow youre so brave queen,Ryitus,6/12/17 11:00,44,9,Very Positive,NA,194,2259,fidget spinner gang,"Los Angeles, CA",quote,4,2
yup wasting employees time another victory for feminism,FlamingClaw,6/12/17 10:59,6,2,Neutral,NA,1286,1112,worse than aids cancer and malaria combined,,quote,4,2
did you just make a political statement that does nothing but inconvenience the employees that dont work in mercha,KaraBTweets,6/12/17 10:58,0,0,Neutral,NA,282,558,i have as many grammys as katy perry host of,"New York, NY",quote,4,3
fight the power,IloveLanaB,6/12/17 10:58,0,0,Negative,NA,1567,766,new orleanian dog guardian foodieyogi proud sex worker gfe massage confidantsweetheart over please non discriminatory disability friendly,"New Orleans, LA",quote,4,3
wow u r so woke,cosmicpaneer,6/12/17 10:58,2,0,Positive,NA,61,81,alhamdulillah foyshacrew,,quote,4,NA
tfw youre proud to cause more work for probably women on retail wages go feminism,truthswarm,6/12/17 10:58,0,0,Very Positive,joy,2539,2353,that which can be asserted without evidence can be dismissed without evidence,Everywhere,quote,4,NA
once again,ChrisPirillo,6/12/17 10:57,6,1,Neutral,NA,2570,133050,geek dad toys star wars collector reviewer teacher advisor tester video lego retro tech writer consumer homebody seattle entreprenerd kidult,"Seattle, WA",quote,4,NA
the patriarchy is dead,ManorDavid,6/12/17 10:57,0,0,Negative,NA,315,131,postpostmodern neoliberal enlightened altcentrist globalist cuck game of thrones fanatic rts arent just an endorsement but a declaration of my love,"St. Louis, MO",quote,4,2
lunatic,headstonecapone,6/12/17 10:57,0,0,Negative,NA,158,69,i cant stand the rain,Washington,quote,4,2
loool its not that deep if you like a tshirt then cop it no need to make someones job difficult,Abdi_Freeman,6/12/17 10:56,1,0,Positive,joy,87,209,afro,kanto,quote,4,1
not to be like that bitch but this is just making more work for some retail worker required to put it where they te,Marinosepass,6/12/17 10:56,9,0,Neutral,joy,220,302,chris cis male hehim fc smtfepokemon i love my dog chuck bass,Florida,quote,4,1
yes,cinders23,6/12/17 10:55,0,0,Positive,NA,1047,155,wisconsin usa,,quote,4,3
legend,dawn_ofanewday,6/12/17 10:54,0,0,Neutral,NA,102,26,anita baker stan infjgemini inspiration for unforgettable ny to sf and back,up in the clouds,quote,4,3
