"","text","user","time","favorites","retweets"
"1767","if females can wear all the male clothing what would be the point of enlarging the female section to","RektRolfe",2017-06-12 13:37:45,1,0
"1768","thank you","GeeketteLindsay",2017-06-12 13:37:07,1,0
"1769","this is the kind of activism that we need more of","FaustinCarter",2017-06-12 13:36:47,1,0
"1770","millie dresselhaus would approve","HatticusFinch",2017-06-12 13:36:46,1,0
"1771","social justice ninja","wabbit89",2017-06-12 13:36:37,2,0
"1772","imagine waking up to be this annoying and inconvenience someone at their job in the name of feminism","broomy__",2017-06-12 13:36:33,1,0
"1773","great cause but all youve done is given a shop assistant more to tidy up","happy_crying",2017-06-12 13:35:42,2,0
"1774","did you achieve anything no did you waste someones time yes","MohamedAliAFC",2017-06-12 13:35:10,1,0
"1775","people got too much time","alsamiwasabi",2017-06-12 13:34:48,0,0
"1776","love this space is for girls and boys","VJS_Policy",2017-06-12 13:34:41,3,0
"1777","we dont encourage boys to be a prince so whats with all the princess play for girls girls can be aerospace engi","KarenPaciorek",2017-06-12 13:34:29,1,0
"1778","especially since its mostly girls excelling in stem","JDPilley",2017-06-12 13:34:29,0,0
"1779","fuck you lowincome retail workers this middle class girl has some social justice for you","GSD_SteVB",2017-06-12 13:34:01,1,1
"1780","stunning and brave","suukoa",2017-06-12 13:33:42,0,0
"1781","a movement","RookieKE",2017-06-12 13:33:41,5,2
"1782","yes i love this very much","KLMcKinley",2017-06-12 13:33:38,0,0
"1783","how far up your own arse do you have to be to do this","orion_drone",2017-06-12 13:33:26,1,0
"1784","you do realize its workers who will need to go back and rearrange all this just because you wanted to do some fake","poojaxlays",2017-06-12 13:33:09,83,18
"1785","this embarrassment is part of why i will never align with feminism","frownbear",2017-06-12 13:32:39,0,0
"1786","nasa is a part of the surveillance state with prism and the hubble telescope spying but sure meeting their gender","basmoetjevoelen",2017-06-12 13:32:32,0,0
"1787","ironically i dont like looking for tank tops in the girls section so youre making me miss out on nasa tops by mo","Pegabutt",2017-06-12 13:31:48,0,0
"1788","things to do in malls","MidianiteManna",2017-06-12 13:31:36,1,0
"1789","this is just plain awesome","rochplanner",2017-06-12 13:31:26,1,0
"1790","national hero","EwwitsZak",2017-06-12 13:31:23,0,2
"1791","you rocket","garciaart3",2017-06-12 13:31:16,0,0
"1792","thank you for your service you are so brave","AndrewGoulding_",2017-06-12 13:30:39,3,1
"1793","thatll show em","garrickledford",2017-06-12 13:30:37,9,1
"1794","wow real modern feminist hero","severnish",2017-06-12 13:30:13,0,0
"1795","theres a reason the working class sides against you","TheUnsafeSpace",2017-06-12 13:30:13,1,1
"1796","great youre the twat that store employees hate because you put everything out of place and mixing sizes congr","The_Extrange",2017-06-12 13:28:06,0,0
"1797","nice heres the the start of a movement","HappyGeoJill",2017-06-12 13:27:31,0,0
"1798","how bored are you katie","DemonSymbiote",2017-06-12 13:27:17,0,0
"1799","cool way to teach that retail worker that will be ordered to move it back such an activist ecks dee","Detroit_Dongs",2017-06-12 13:26:42,0,0
"1801","the heroes of today","inashamdan1",2017-06-12 13:26:03,2,0
"1802","imagine being the person that stocked those tank tops then having to watch an obnoxious customer create more work f","LiteralSalt",2017-06-12 13:25:51,1070,324
"1803","mdr tu dois tfaire chier chez toi c sur","LayzHR",2017-06-12 13:25:38,2,1
"1804","more of this please","hokiewalrus",2017-06-12 13:24:56,0,0
"1805","im going to start doing this on the regular","DrGMerchant",2017-06-12 13:24:40,4,0
"1806","can i send you flowers","anntorrence",2017-06-12 13:24:28,1,0
"1807","thank you for this it makes me crazy happy to see im not the only one who does this sort of thing","MirandaScribble",2017-06-12 13:24:07,0,0
"1808","quel magnifique faon de combattre le sexisme ptdr","HelgrinX",2017-06-12 13:23:55,5,1
"1809","breaking local woman ends misongyny","Lods_of_Emone",2017-06-12 13:23:34,1,0
"1810","yes","SydieFloss",2017-06-12 13:23:01,0,0
"1811","i just got a new hobby","TWIOCH",2017-06-12 13:22:55,1,0
"1812","nothing really changes the world quite like buying shit","birthday__girl",2017-06-12 13:22:24,4,0
"1813","good job high five","Vibrantankles",2017-06-12 13:19:23,0,0
"1814","gender roles have been found deadt","splendafree",2017-06-12 13:18:55,2,0
"1815","yes","DrPsyBuffy",2017-06-12 13:18:27,21,3
"1816","ur pseudofeminism is boring and is making minimum wage workers have to do more just for ur bad attempt at rebellion","ABBlEIDK",2017-06-12 13:18:00,6,0
"1817","i like","bierino",2017-06-12 13:17:53,1,0
"1818","this hasta be the whitest thing","duaIityofman",2017-06-12 13:17:23,2,1
"1820","if you could take a moment to see past your privilege you would see this is super shitty to the overworked under","arcadewildfire",2017-06-12 13:15:39,0,0
"1821","all this lady did was move shirts to a different rack and people in the replies are saying shes a hero","maxwilliams815",2017-06-12 13:15:39,1,0
"1822","what do you think","LakesClaire",2017-06-12 13:15:24,1,0
"1823","if you dont put that shit back retail workers do not get paid enough for these quirky little bullshit games","miskeencore",2017-06-12 13:14:22,430,147
"1824","this is perfect","thisaeshaw",2017-06-12 13:13:38,1,0
"1826","did you just create unnecessary work for min wage workers who are likely women who dont have a say in merchandi","meaganewaller",2017-06-12 13:13:00,12,2
"1827","i really really understand and appreciate the sentiment bc i wish it was always like this but uh tip the retail wor","Iuciela",2017-06-12 13:12:29,1,1
"1829","are you annoying yes yes you are","YumiYoko",2017-06-12 13:10:58,0,0
"1830","what why","MemestarMemeGod",2017-06-12 13:10:03,0,0
"1832","sadly somehow surprisingly unsurprisingly this isnt a clickhole post","scenefux",2017-06-12 13:09:14,2,0
"1833","is this what super heros are now adays","TheApexHimself",2017-06-12 13:08:23,0,0
"1834","great move thank you nasa tops belong in both sections","OnMyMaryWay",2017-06-12 13:08:16,1,0
"1835","youre so brave","nicz0r",2017-06-12 13:08:16,7,0
"1836","thought of you old friend","Kariyah98",2017-06-12 13:08:01,0,0
"1837","this is basically an unpaid advertisement for coach but i love their new nasa line","triketora",2017-06-12 13:07:37,29,2
"1838","yesssss","Mprest13",2017-06-12 13:06:45,0,0
"1839","booyah","_GailBrian",2017-06-12 13:06:36,0,0
"1840","you just ended sexism","cxrollo",2017-06-12 13:06:34,16,7
"1841","yall gotta understand we get planograms and visual maps on how things are supposed to look its corporate wide pls","thetiddybress",2017-06-12 13:06:09,3,0
"1842","im sure the minimum wage sucky mammals will enjoy putting those back at like tonight","RonniePaleAle",2017-06-12 13:05:51,2,0
"1843","i saw that liked this comment he mustve got excited at the unadulterated absence o","ApostateAwake",2017-06-12 13:05:50,1,0
"1844","or you could yknow just buy one for a girl shirt doesnt actually proclaim what section it came from not that","AlsoNamedPhil",2017-06-12 13:05:39,0,0
"1845","this woman really thinks shes fighting sexism by ruining clothing racks","taguinerd",2017-06-12 13:05:07,1,1
"1846","mental illness for real","kidboston",2017-06-12 13:04:11,2,0
"1847","did you learn this strategy from che guevara or maoist doctrines","420Commie",2017-06-12 13:03:30,7,0
"1848","we can add making low wage employees miserable to slavery rape monarcy and wahhabism as things that are w","JohnCzahor",2017-06-12 13:03:10,2,1
"1849","dont do this people in retail arent paid enough to have to tidy up your weirdo games of hide seek just call hea","thekellrichards",2017-06-12 13:02:14,36,17
"1850","okay but now some short staffed employee making nothing per hour has to put them back so good job","ReinaDeLaIsla",2017-06-12 13:01:54,3,0
"1851","groundbreaking","fuckwithmyself",2017-06-12 13:01:46,12,2
"1852","as a former primark employee this would just be a pain in the arse for staff rather than an actual message for equ","RyHirons",2017-06-12 13:01:34,2,0
"1853","hey clothing retailers look how easy that was now can you do it so your customers wont have to","sQverma",2017-06-12 13:01:23,3,0
"1854","lt","GrumpyDess",2017-06-12 13:00:51,0,0
"1855","some teenager who gets paid an hour saw you be an asshole and had to go fix this immediately after you left","RealTradGuy",2017-06-12 13:00:17,19,2
"1856","how will the patriarchy survive this crushing blow","MarkMcAmerica2",2017-06-12 13:00:03,0,0
"1857","im sure the worker who has to move these back is incredibly grateful","grimalkinrn",2017-06-12 12:59:58,5,0
"1858","dont fuck with merchandising folks it takes hours to set a planogram requires a lot of physical labor in exchang","zaynah237",2017-06-12 12:59:41,0,0
"1859","thank you woman super hero","whattagreatidea",2017-06-12 12:59:39,2,0
"1860","as an extarget softliner certain someones cursing ur entire family rn while lugging these back to where floo","kelly_crunch",2017-06-12 12:59:26,31,11
"1861","youre so brave","idiot_teen",2017-06-12 12:59:16,71,11
"1862","adds note to next shopping list","garciaLcayce",2017-06-12 12:58:57,0,0
"1863","you are so brave thank you for sharing your story katie","cynclie",2017-06-12 12:58:27,3,0
"1864","social justice has devolved to moving around items in a store","ShitlordUSA",2017-06-12 12:58:08,11,4
"1865","what about the minimum wage workers who have to clean up your mess this aint fighting sexism this is performativ","_ConradTokyo",2017-06-12 12:57:56,0,2
"1866","gonna make the employees do extra work because twitter is my whole life and i need retweets or ill die","MikeRoySF",2017-06-12 12:57:22,49,22
"1867","ah yes making life even shittier for workers through empty gestures strictly for favs","aobehr",2017-06-12 12:57:00,0,0
"1868","esta jeva si es ridcula yo compro ropa de nios sin hacer bulla si quieres hacer un cambio hazlo como si fuera n","BengerBlanco",2017-06-12 12:56:36,0,0
"1869","because a tank top is gonna be the make or break in a little girls life that makes her decide to become an astrona","kawaiiDanuki",2017-06-12 12:56:35,0,0
"1870","how to get k followers remain silent about how your popular friend mishandled a known case of sexual assault f","AngieNmnh",2017-06-12 12:56:17,1,0
"1871","imagine being so privileged that you had time to get offended about where companies stock shirts","area_matter",2017-06-12 12:55:30,16,7
"1872","some parents buy their girls tops from the boys section if its something the girl is interested in quit making","tarah_dactyl_",2017-06-12 12:55:13,12,2
"1873","the girls of today are the mars surveyors of tomorrow mars needs girls","xyHt",2017-06-12 12:55:03,3,2
"1874","my daughter sports her nasa shirt proudly","The_JoeHova",2017-06-12 12:54:46,0,0
"1875","send some trucks and dinosaurs over there for my daughter shes obsessed","CliffJudy",2017-06-12 12:54:38,1,0
"1876","hi im katie and ive nevet worked in retail or have had a boss who could deprive me of my very needed very low i","alurkingcat",2017-06-12 12:54:34,7,2
"1877","the employees have to put those back now you actually just ruined someones day but thank you for your bravery","xoxoxMinnie",2017-06-12 12:53:41,0,3
"1878","yes","daniwebb_",2017-06-12 12:52:47,2,0
"1879","heroine d","KatharineES",2017-06-12 12:52:13,3,0
"1880","hey so please dont think it revolutionary to make more work for underpaid retail staff its honestly just rude","Blackknight1239",2017-06-12 12:52:00,4,1
"1881","way to fight for what matter fight the man","Jnapss",2017-06-12 12:51:56,0,0
"1882","moves shirts made by little girls in a sweat shop to another section so women who will never work for nasa can do","neverputout",2017-06-12 12:51:50,5,0
"1883","so youre giving retail employees extra work to do to prove what exactly that youre annoying if so gre","FaisalTreShah",2017-06-12 12:51:39,1,0
"1884","not all heroes wear capes someone get her much deserved medal of honor","Harry1T6",2017-06-12 12:51:15,10,3
"1885","how did all those women that worked for nasa over the years get there without a shirt to tell them to do it oh ye","GuitarAnthony",2017-06-12 12:50:36,1,0
"1886","bravest thing any person in the world could do","SpartanDawgs111",2017-06-12 12:50:32,6,0
"1887","its over guys we can stop being feminism now its all equal now","lonelyboy_69",2017-06-12 12:50:30,1,0
"1888","give this person a medal of honor","911FirstRespond",2017-06-12 12:50:20,0,0
"1889","nice and heres to strong women may be know them may we be them may we raise them","loraliepaddock",2017-06-12 12:49:46,1,0
"1890","im putting your milk in the pantry in the name of veganism","COZYJED",2017-06-12 12:49:32,0,0
"1891","brava","adcut",2017-06-12 12:49:24,0,0
"1893","hroe del da lt","andreagumes",2017-06-12 12:49:12,4,1
"1894","nothing like pushing your agenda on the younger generation","rosiebudpisces",2017-06-12 12:48:35,0,0
"1895","wow such a hero wow im speechless such a warrior","GatoEnArmas",2017-06-12 12:48:04,0,0
"1896","no people would just start being banned from stores for fucking with merchandise and being annoying twats","Synthovine",2017-06-12 12:47:54,1,0
"1897","the best way to get women interested in stem is via clothes makeup and cute boys","michaelmalice",2017-06-12 12:47:39,69,18
"1899","making work harder for that minimum wage employee is defeating sexism","bakadesusenpai2",2017-06-12 12:47:14,16,5
"1900","lol","BronckoBamma",2017-06-12 12:46:51,5,0
"1901","i took the vegan mayo from the supermarket and put it in the fiction section at a bookstore","TheGurglingCod",2017-06-12 12:46:40,6,0
"1902","i took all the pasta and put it in the asian food section because pasta comes from china originally","TheGurglingCod",2017-06-12 12:45:55,3,0
"1903","omg hold up this isa gamechanger","DoctorKrispy",2017-06-12 12:45:48,0,0
"1904","hell yeah katie thats badass","manvelseafood",2017-06-12 12:45:31,2,1
"1905","just inconveniencing the people that work there for absolutely no reason","MartialisLife",2017-06-12 12:45:28,0,0
"1906","this is like when that guy at the chickfila drive thru screamed at a teenage employee and posted it on facebook e","fender_splendor",2017-06-12 12:45:24,2,0
"1907","this is so annoying coming from a retail worker lmao i get what youre trying to do but i dont chose what corpo","emilyohmygod",2017-06-12 12:45:17,0,0
"1910","thank u for sharing your brave story","dontco_opmyshit",2017-06-12 12:44:44,0,0
"1911","absolute mad woman","BarackSaysWooo",2017-06-12 12:44:07,1,0
"1912","brilliant d","totoandfifi",2017-06-12 12:43:05,2,0
"1913","you just made a mess for a lowwage worker to clean up but congrats on posting this performative wokeness to twitter","brinepond",2017-06-12 12:43:01,141,40
"1914","thank you","AudreyGeoffroy",2017-06-12 12:41:59,0,0
"1915","strong women action network is promoting this subtle yet powerful cta","SwanImpacts",2017-06-12 12:41:39,0,0
"1916","this is as much a success for women as the challenger liftoff","SalatNMC",2017-06-12 12:40:04,1,0
"1917","its not that deep if you want the shirt buy it from any section sgsjsbsj","harriesdebut",2017-06-12 12:39:58,0,0
"1918","lol","lakeeffects",2017-06-12 12:39:35,0,0
"1919","oh my god dont do this ever retail workers arent paid enough for you to be edgy please just write corporat","wraparoundcurl",2017-06-12 12:36:44,281,138
"1920","love this","Eliana_Murillo",2017-06-12 12:36:09,8,5
"1921","woohoo revolutionary","Chend_473",2017-06-12 12:36:08,0,0
"1922","feminism is making work harder for minimum wage employees","Urbane_Savage",2017-06-12 12:36:04,5,1
"1923","we default to the boys section in shopping for our daughter because thats where the animals and action sailin","CarnegieDeputy",2017-06-12 12:35:35,1,0
"1924","love it","kelenataz",2017-06-12 12:35:24,0,0
"1925","love x","MercedesLV",2017-06-12 12:34:16,8,0
"1926","nah this thread is hilarious","005e5n",2017-06-12 12:33:40,1,0
"1927","this is peak white liberalism performative capitalistic wokeness lowkey hostile to the working class","disco_socialist",2017-06-12 12:33:38,384,101
"1928","and should see this","zwinggi",2017-06-12 12:32:26,0,0
"1929","a round of applause for this","MaxWattage",2017-06-12 12:32:13,0,0
"1930","fuck yeah","mylo_cat",2017-06-12 12:32:00,0,0
"1931","i love you katie hinde","CMHooke",2017-06-12 12:31:15,0,0
"1932","soo edgy and super woke of you","_det_var_trist_",2017-06-12 12:30:36,1,1
"1933","awesome obvious really but i hadnt thought of it","phillColeman",2017-06-12 12:29:00,1,0
"1934","lt","deborah_levine",2017-06-12 12:28:33,0,0
"1935","everyone to the stores mix it up","ErinDealey",2017-06-12 12:28:22,3,0
"1936","beautiful im adopting this tactic today","Ashtabula42",2017-06-12 12:28:05,3,2
"1937","sad that they had to but you bet im doing the same damn thing next time","dstenroos",2017-06-12 12:27:50,1,0
"1938","this is such a good idea","queergirlblogs",2017-06-12 12:27:03,1,0
"1939","im a sahm with a pt cleaning job because when i was a girl i didnt have a shirt with nasa on it if i did id","6oldDigger",2017-06-12 12:26:00,12,3
"1940","awesome","reifman",2017-06-12 12:23:38,3,0
"1941","this has likes","___allstate",2017-06-12 12:23:37,2,0
"1942","you wont believe what this woman did in the girls department of her local store","GoodStuffNW",2017-06-12 12:22:03,2,0
"1943","i like to turn all the moana cereal boxes around to show moana instead of maui","smotis37",2017-06-12 12:21:41,0,0
"1944","your so fuckin brave katie","NoblemanBASED",2017-06-12 12:19:24,4,1
"1945","uuuuuuuuuuggggggggghhhhhhhhh good job","Justance",2017-06-12 12:18:28,0,0
"1947","well now i know what my plans are for the summer","AllisonVCraig",2017-06-12 12:17:21,2,0
"1948","keep it up this is how we wear the patriarchy down","Anna_M_Lilley",2017-06-12 12:16:31,1,0
"1949","sexism is over now","FoolishOaf",2017-06-12 12:16:24,0,0
"1950","yes","EmmetMcGuire",2017-06-12 12:16:07,1,0
"1951","this is the kind of change we can make for ourselves daily","Vulcus",2017-06-12 12:15:12,0,0
"1952","well done","soniabriefs",2017-06-12 12:14:20,1,0
"1953","this would have been an acceptable time to use your can i speak to the manager powers lady instead you do this","xbiscaynebaex",2017-06-12 12:12:59,1,0
"1954","wow what a risk taker this will help a lot inspired","goinglike60",2017-06-12 12:12:57,0,0
"1955","nasa women rock","BarbHolladay",2017-06-12 12:12:36,0,0
"1956","i can see myself doing this","lauriecantillo",2017-06-12 12:12:29,8,2
"1957","dont do this making more work for retail employees youre not changing anything there already are girls nasa","IvoryBlack5",2017-06-12 12:12:20,0,0
"1958","i sure hope the store manager sees this before bollocking firing the person who maintains this section","rosiedoes",2017-06-12 12:12:17,0,0
"1959","lmfaoooooo nafseeyat","FawziAbdelAl",2017-06-12 12:12:16,5,1
"1960","this","mtrusler",2017-06-12 12:09:06,0,0
"1961","subversive","dorocren",2017-06-12 12:08:06,1,0
"1962","brilliant well done","mulhollandrew",2017-06-12 12:08:03,1,0
"1964","yessssss","KarlynPercil",2017-06-12 12:07:22,0,0
"1965","who will work more to replace this oh yes lowpaid employees thanks for your courageous activist act very","vowldanslanuit",2017-06-12 12:07:12,5,0
"1966","this is what needs to be done on a regular basis","jenfraisl",2017-06-12 12:06:49,3,1
"1967","growing up i wanted to be a jet pilot like my dad of whom i was very proud i was told i could not do that girls","theoannemerry",2017-06-12 12:06:43,0,0
"1968","this is such a good idea totally doing it all the time now","ogliz",2017-06-12 12:06:17,2,0
"1969","god bless you i lt nasa","JessicaFun75",2017-06-12 12:05:28,1,0
"1970","white feminism at its purest form","experiment_625",2017-06-12 12:05:25,0,0
"1971","all this will do is annoy the retail workers lol","desolationhoe",2017-06-12 12:05:15,12,2
"1972","brilliant d","Dhiel",2017-06-12 12:05:08,0,0
"1973","this is awesome","JenniferJMcG",2017-06-12 12:01:29,7,4
"1974","the white malcolm x","yo_mikey_",2017-06-12 11:58:11,0,0
"1975","there is no gauge for how deeply i love this","TonyaJ",2017-06-12 11:55:27,1,2
"1977","more of this","angelenoesther",2017-06-12 11:54:28,0,0
"1978","you aint did nothing but increase work for retail associates","NostaGambino",2017-06-12 11:53:56,0,0
"1979","i am permanently banned from barnes and noble for pepper spraying all the books with white male authors","joeamendola",2017-06-12 11:53:27,1,0
"1981","notice how ppl love making a political statement by stepping on lowwage workers rather than execs w real power","_hoemo",2017-06-12 11:52:45,234,87
"1982","random act of awesomeness","klillington",2017-06-12 11:51:57,9,2
"1983","i this","amandalefer",2017-06-12 11:51:19,1,0
"1984","keep up the good work","drtowerstein",2017-06-12 11:51:03,3,0
"1985","abolish gendered shopping","adigoesswimming",2017-06-12 11:50:49,0,0
"1986","now i understand why you did what you did but you just go around analyzing the kids clothing sections at your lo","tuggamane",2017-06-12 11:50:04,2,0
"1987","nice thanks","MBowmanScience",2017-06-12 11:49:49,0,0
"1988","awesome","Chargordbooks",2017-06-12 11:49:39,0,0
"1989","i bet they all sell too and quickly","iswpw",2017-06-12 11:48:55,1,1
"1990","ya know that some worker is gonna hafta put those back quickly so it was useless as a statement on top of being ext","el_leonbravo",2017-06-12 11:48:50,2,0
"1991","why white women should be silenced exhibit of","inshallahvolcel",2017-06-12 11:48:39,1,0
"1992","oh my god i love this im going to start doing this","aquamandamn",2017-06-12 11:48:27,0,0
"1993","getting a lot of feedback varying among positive constructively critical toxic so after work ill post a long","Mammals_Suck",2017-06-12 11:47:56,308,39
"1994","yes","LauraHamor",2017-06-12 11:47:49,1,0
"1995","its just embarrasing its all love cookies girly girly shit at grow a pair executives girls","JeremySyTweet",2017-06-12 11:47:40,0,0
"1996","sometimes its the simple acts of subversion that can make a difference","pmmcc",2017-06-12 11:47:40,1,0
"1997","dont do this to retail workers we work hard enough dealing with idiots on a daily basis we shouldnt have to dea","kingqueso141",2017-06-12 11:47:35,1,0
"1998","i just bought a nasa tee for myself in the mens section yesterday what gives do retailers really not see that ev","amylynchbiniek",2017-06-12 11:46:38,2,0
"1999","well done katie","almondangela",2017-06-12 11:45:34,1,0
"2001","really showed the employee who will have to move them to back to the correct section whos boss","geekylonglegs",2017-06-12 11:44:23,301,37
"2002","i mean you just made more work for the very likely underpaid and stressed out retail associate but mission accompl","magencubed",2017-06-12 11:43:30,55,18
"2003","sometimes heroes dont wear capes","herbivorous",2017-06-12 11:42:12,1,0
"2004","its not like thisll permanently change anythin like all u did was give some poor fuck more work to do fuck u if u","showarider",2017-06-12 11:41:37,7,0
"2005","good for you","kirstengraham",2017-06-12 11:41:26,2,0
"2006","white feminism at its finest","Hey_Its_Domo",2017-06-12 11:41:25,0,0
"2007","great idea cc","freeandclear1",2017-06-12 11:41:17,0,0
"2008","i bought that tank top for my year old daughter from the boys section","BWRBooks",2017-06-12 11:41:06,2,0
"2009","good for you im sure whichever minimum wage worker has just had to spend their time undoing your pretentious bid","PaleCompanion",2017-06-12 11:40:23,1,0
"2010","bitch people are dying everyday you aint fixing shit","__tonkatruck__",2017-06-12 11:40:04,0,0
"2011","its just clothing the fuck why u gotta be so extra","sephjroths",2017-06-12 11:39:51,4,0
"2012","everyday hero","super_inane",2017-06-12 11:39:06,1,0
"2013","why do shops even have boys and girls sections for tee shirts and tank tops","pthane",2017-06-12 11:38:43,0,0
"2014","awesome","AwkwardMegs",2017-06-12 11:38:23,1,0
"2015","because fighting to get more women in happens inside the classroom and out well played","MrsCruz1999",2017-06-12 11:38:01,0,0
"2016","some poor retail worker on minimum wage will have to sort that out take on the hq not the workers wholl be inconv","LauraEms_",2017-06-12 11:37:40,12,1
"2017","brava and why were there none in the girls section to begin with","SedonaRockss",2017-06-12 11:36:48,0,0
"2018","wonderful","alfamia",2017-06-12 11:34:30,0,0
"2019","inspired","ajpearcewrites",2017-06-12 11:33:59,1,0
"2020","take note females are the future dont be left in our dust","baad_kittee",2017-06-12 11:33:47,0,0
"2021","a lot of things wrong with this stunt","nashwakay",2017-06-12 11:32:22,6,0
"2022","imagine if we all did this","DoodlebugKRY",2017-06-12 11:29:32,4,0
"2023","been a banner week for pointless ineffectual activism","theschwasound",2017-06-12 11:28:41,3,0
"2024","white people","sukebedensetsu",2017-06-12 11:26:09,0,0
"2025","had girls nasa stuff this year i saw it at the harvey la location must have sold out at this one","rudekaty",2017-06-12 11:26:08,1,0
"2026","right and true","va_ellen",2017-06-12 11:25:44,1,0
"2027","excellent","K8wit",2017-06-12 11:25:42,0,0
"2028","a hero","skamlossana",2017-06-12 11:25:32,0,0
"2029","brava","lininohio",2017-06-12 11:24:01,0,0
"2030","the minimum wage workers dont get paid enough for your childish stunt you go work there and make a difference","FollowThatDude",2017-06-12 11:22:53,1,2
"2031","this is great","CovfefePiott",2017-06-12 11:22:13,1,0
"2032","love this","megank10",2017-06-12 11:22:05,0,0
"2033","do you need an extra set of hands","TinyMuslimah",2017-06-12 11:21:49,16,0
"2034","awesome","carlaguerrera",2017-06-12 11:21:27,2,1
"2035","this and every other mass merchant take note","_womenscycling",2017-06-12 11:21:26,20,5
"2036","civil disobedience retailstyle","Shemkus",2017-06-12 11:20:17,2,0
"2037","a privilege story","MmmPrexton",2017-06-12 11:20:02,0,0
"2038","and you cant even tell they are boys","__brianne",2017-06-12 11:19:44,1,1
"2039","maybe thats why i couldnt find toms size","nik_reinh",2017-06-12 11:18:03,0,0
"2040","doing this next time i go into a clothing store","allisonjardim",2017-06-12 11:16:16,2,1
"2041","this has made my day take a bow","weekesy15",2017-06-12 11:15:26,2,0
"2042","yup","realcdoll",2017-06-12 11:14:50,0,0
"2043","good move love nasa by the way and not just for their collab with coach","_DAA",2017-06-12 11:11:31,1,0
"2044","yay","joan_mediator",2017-06-12 11:10:01,0,0
"2045","they already have womens nasa shirts tho my daughter has one so stfu","mynameisFACE",2017-06-12 11:09:23,2,1
"2046","extremely nonbinary person voice stop you are not helping","LanaDelRaytheon",2017-06-12 11:09:20,125,10
"2047","bam","ctv556",2017-06-12 11:09:09,0,0
"2048","moving product that will be moved back is not activism its just doing it for personal craving of wanting rts","MadOnlineTweets",2017-06-12 11:07:59,1,0
"2049","good","inkhat",2017-06-12 11:07:59,1,0
"2050","hero","brainyisnewsexy",2017-06-12 11:07:58,2,0
"2051","you are an idiotnothing about sexism and shityou are just an idiot","Universe_7God",2017-06-12 11:07:45,1,0
"2052","its this may be one small stepbut were still waiting for that giant leap","HallieRubenhold",2017-06-12 11:07:44,6,2
"2053","did you just make an underpaid workers job unnecessarily tedious yes you did","Yeetbot900",2017-06-12 11:05:13,1,0
"2054","the great fashion standoff of","captiveww",2017-06-12 11:04:47,0,0
"2056","i approve love this","KJM29",2017-06-12 11:02:58,1,1
"2057","fun fact target carries nasa clothing in the girls section so you dont have to fuck with the employees for a pho","ta_shepard",2017-06-12 11:02:14,5,2
"2058","good thing you did they must have been sold out form the girls section why else wouldnt there be any there","monxies",2017-06-12 11:02:03,0,0
"2059","the hero we need","onlythosethings",2017-06-12 11:00:20,2,1
"2060","wow youre so brave queen","Ryitus",2017-06-12 11:00:12,44,9
"2061","yup wasting employees time another victory for feminism","FlamingClaw",2017-06-12 10:59:53,6,2
"2062","did you just make a political statement that does nothing but inconvenience the employees that dont work in mercha","KaraBTweets",2017-06-12 10:58:53,0,0
"2063","fight the power","IloveLanaB",2017-06-12 10:58:19,0,0
"2064","wow u r so woke","cosmicpaneer",2017-06-12 10:58:13,2,0
"2065","tfw youre proud to cause more work for probably women on retail wages go feminism","truthswarm",2017-06-12 10:58:07,0,0
"2066","once again","ChrisPirillo",2017-06-12 10:57:54,6,1
"2067","the patriarchy is dead","ManorDavid",2017-06-12 10:57:14,0,0
"2068","lunatic","headstonecapone",2017-06-12 10:57:04,0,0
"2069","loool its not that deep if you like a tshirt then cop it no need to make someones job difficult","Abdi_Freeman",2017-06-12 10:56:34,1,0
"2070","not to be like that bitch but this is just making more work for some retail worker required to put it where they te","Marinosepass",2017-06-12 10:56:32,9,0
"2071","yes","cinders23",2017-06-12 10:55:43,0,0
"2072","legend","dawn_ofanewday",2017-06-12 10:54:52,0,0
"2073","why dont you just go work for nasa instead of making someones day harder yall mfs always messing shit up","diamond_villy",2017-06-12 10:54:00,3,0
"2074","if id found nasa tshirts in the girls section when i was young i would have flipped out with joy","LaMaupin",2017-06-12 10:53:32,1,0
"2075","true hero","Facttotruth",2017-06-12 10:52:56,0,0
"2076","awesome","Artist_JennSolo",2017-06-12 10:52:37,1,0
"2077","thanks for making the lives of target workers more difficult you bitch","aggressivenavel",2017-06-12 10:52:26,5,0
"2079","more important to create more margaret h hamiltons than a legion of neil armstrongs","PAloysiusM",2017-06-12 10:50:08,0,0
"2080","go you","PattyMarvel",2017-06-12 10:49:29,0,0
"2081","you really changed the world with this one","DanThaCreator",2017-06-12 10:48:16,0,0
"2082","love it","REALBROCCOLICAT",2017-06-12 10:48:05,2,0
"2083","devilish","Meiras_",2017-06-12 10:47:56,0,0
"2084","i get you meant well but this just punishes the employees who have to clean up after you","heathendyke",2017-06-12 10:47:56,1,0
"2085","look out folks we got a badass here","gtfomika",2017-06-12 10:46:41,2,0
"2087","this gives me life","AdrienneVrettos",2017-06-12 10:45:44,0,0
"2088","edgelord","martian_munk",2017-06-12 10:45:12,118,11
"2089","i fully support this","5horizns",2017-06-12 10:44:57,0,0
"2090","lt","FernEyreMorgan",2017-06-12 10:43:28,0,0
"2091","thank you katie great idea","LRguitar",2017-06-12 10:41:51,1,0
"2092","highest of fives","salamantha38",2017-06-12 10:41:43,1,2
"2093","i just moved them all back corporate will never get your memo and no ladies will ever work at nasa now","DroidCommission",2017-06-12 10:41:40,7,1
